ID,Tweet,Labels
4749,There's a lot of contradicting information going on around how the coronavirus test goes down.,0 7
4750,Shout out to my hands for the ass beating their taking CrackedHands DryAssHands coronavirus,0 10
4751,Its better to messFart in public this days than to cough COVID19 AprilFoolsDay AprilFools coronavirus ChineseVirus,6 10
4752,"China should be happy, they passed that coronavirus on to everybody under the sun, by eating cats and rats.",6 10
4753,What part of social distancing doesn't Joe understand He has now subjected you to COVID-19,6 10
4754,Has anyone noticed coronavirus followed the same patterns as most start up companies? Cali New York Texas,9 10
4755,The coronavirus has made more and more journalists look like nothing more than political lackies,6 7 9 10
4756,Yea. I just starting to get tired of Coronavirus as well. :(,5
4757,Got a mypillow from someone and it is literally the worst pillow Ive ever had coronavirus,4 6 9
4758,thinking about the fact that me n jesus would be out living a good life if the corona hadnt happened,3 4 9
4759,Gov Cuomo been going hard af in his timbs to stop the spread of Corona just for his brother to get it. A damn shame,5 6
4760,BREAKING NEWS : ESPN tennis broadcaster and tennis player Patrick McEnroe tests positive for coronavirus,8
4761,Whoever the coronavirus kills will be an indication of who our systems are designed to leave at the curb.,0 4 7
4762,this whole corona thing was because i didn't send that one post on facebook to 10 other people isn't it,10
4763,Corona virus jokes dont smack anymore when more and more people die everyday,1 6
4764,"Greatest threat to India is _ and CommunalVirus ,not coronavirus. COVID19 _____",6 9
4765,We are now living in the age of A.C. After coronavirus and coronavirus is the Jesus.. Oh geesus,10
4766,NAME: CORONA SURNAME: VIRUS AGE:19 NATIONALITY: CHINA.. NICKNAME:COVID-19 NEXT OF KIN: HANTA VIRUS,9 10
4767,the guy on SATC who showered immediately after he had sex with Miranda will not get covid19,0 10
4768,Do you think Donald Trump is a craptacular leader during this Covid19 pandemic?,3 9
4769,Corona Even Got The J's Spooked / Asking for Sanitizer shit,4 10
4770,American specialist predicted that up to 2 lacs Americans could because of coronavirus. COVID19 StayHomeStaySafe IndiaFightsCorona,4 9
4771,people are dying and this corona shit isn't funny at all then you decided to make a joke out of it. spread awareness my ass,6
4772,The main two topics is Tik-Tok and Coronavirus myasu,5 10
4773,"Respectfully, it was February 29, 2020. The first recorded death in the U.S. from Covid-19 Coronavirus...",5 8 9
4774,Who else thinks that the govt. are still pursuing their herd immunity policy? COVID19 coronavirus,7 9
4775,Heartbreaking story 1030pm KCAL9...husband out of ICU for COVID19..wife in ICU w/it she has underlying issues...,5 8
4776,"I go back on immunosuppressants tomorrow. So tonight I drink, because fuck the reality of being immunosuppressed in the time of coronavirus.",6 10
4777,But isnt Trump BFF with the Chinese President. He could have just asked him about corona on FaceTime!,10
4778,"Forty-three new coronavirus cases reported in Andhra Pradesh, tally in state rises to 87: Govt",8 9
4779,tomorrow we're gonna find out that coronavirus is just Trump's april fools prank,10
4780,I'm quite sure we can trust neither the Chinese nor the American governments on the root of the truth of COVID19 origin,4 6 7
4781,You telling me this while i was having a panic attack thinking i had corona high asf,4 10
4782,Germans are really transferring sick patients from Italy to help treat them from coronavirus,5 6
4783,You probably created COVID19 so you didn't have to take that ugly bitch out in public,10
4784,thank you covid19 for giving me an opportunity to put my emotions aside as non-essentials,0 10
4785,Corona ruined drinking for me now what the fuck am I supposed to do? Get a good nights sleep? Not send any apology texts? Wtf,6
4786,nah son that corona test is a fkn dub! shit deads touches your brain,4 6 10
4787,Theyre trying to implement a pass/fail system at school my professor said anything below a 90 is failing FUCK THIS CORONA,6 10
4788,$NVAX Identifies Coronavirus Vaccine Candidate; Accelerates Initiation of First-in-Human Trial to Mid-May,0 8
4789,"YAY MORE LIES, THEY ONLY COST US EVERYTHING QANON AND DRUMPF ERASING YOUR COUNTRY AND FUTURE COVID19",3 6 10
4790,Starting to fancy this lad a bit more. See what youve done corona,6 10
4791,So far during COVID19 I've done 2000 press ups 1500 star jumps 1500 burpees. Now divide all those numbers 10 and that's the real figures.,0 7 10
4792,"This corona really different af, I hope mfs aware and safe because this shit finna get spooky",0 4 6
4793,"It's a joke that the greatest President ever has to even entertain that Communist stooge, Jim Acosta. COVID19 coronavirus",10
4794,"Natasha Otts test came back negative, she didn't die of corona guess you need to delete your tweet and twitter account",6 9
4795,"Is the Grand Correction relevant again, thanks to Coronavirus",0 10
4796,I would like to know where they get their god damn facts? That would mean millions would contract the plague Coronavirus,4 6
4797,Its 2 people in this world you dont want smoke wit thats me corona,9 10
4798,"Am i going gray because of stress, or am I just having more time to inspect my decaying body.? coronavirus Quarantine",4 5 10
4799,when people say everything thats been going on what they mean is coronavirus,9 10
4800,Covid19 isn't the scariest part of our lives. It's how the LEFT and their MEDIA PUNDITS are using it to push their political agenda.,6 7
4801,Its interesting to watch capitalism try and fix a humanitarian problem. Its almost like it doesnt care about people. COVID19,1 9
4802,The fact that people still dont believe the coronavirus is real is beyond me.,5 6 9
4803,This corona shit is so real bruh yall needa take this shit serious bro,4 6
4804,IM POSTPONING MY 21st BIRTHDAY AND I WILL BE CELEBRATING WHEN CORONA LET UP IDC WHAT MONTH IT IS ITS STILL MY BIRTHDAY.,0 5 6
4805,I hope the oppressive regime known as the Paw Patrol gets coronavirus,6 10
4806,if you feel unsafe in New York you can stay at my house until coronavirus blows over,0 2
4807,Listen gang...if you dont watch by the end of all this you never will. coronavirus GoT BingeMode,0 10
4808,Africa might want to reach for Corona Virus vaccine forever.,0 9
4809,"This Corona Virus Is NOT A JOKE, IM GOING THRU IT. I DONT WANT TO LOSE ANY OF MY LOVE ONES TO THIS VIRUS",3 5
4810,that first post coronavirus mosh pit gonna hit DIFFERENT,5 9 10
4811,"Someone please help me, my boyfriend is growing a corona stash, and refuses to shave it until we arent quarantined at home anymore",6 10
4812,"Russia reports 1,175 new coronavirus cases and 5 new deaths. A total of 8,672 cases and 63 deaths so far. covid19russia",8
4813,"great everything is ruined for me. My summer vacations ,seeing my friends again I hate u corona",6
4814,It's extremely stupid to insist on making April Fool's Day jokes at the moment of the outbreak of the coronavirus,6
4815,why compare COVID19 to 9/11 deaths? Do we do that every year with the flu?,6
4816,"This guy I knew who got Coronavirus, he was a Norse-Gael mercenary.",4 5 6 9 10
4817,Best way to dodge coronavirus is to die from something else before it gets you. Smart.,10
4818,CORONAVIRUS RT I just ran a mile and i feel like Im near death,4 7
4819,"i told this boy i had cramps, he gonna say as soon as i started feeling you, you got the coronavirus yall really sickening .",4 5 6
4820,"behzinga vikkstar zerkaahd, i would very much like to meet you when the coronavirus decides to leave x",0
4821,"As if coronavirus isnt bad enough, there is the possibility that the yellowstone volcano can erupt at anytime",3 4
4822,"Texas Governor says all Texas schools will remain closed until Monday, May 4th. COVID19",8 9
4823,"Just saw a video of a Coronavirus test being done. All I gotta say is, fuck that shit.",4 5
4824,"Goodbye March, We are marching out from corona virus men and we are gonna play an April fools prank on Coronavirus",0 5 10
4825,"I think Trump might have has COVID-19, he looked extra sweaty today. Probably why he faced reality and sounded grim.",4 9
4826,"If we had enough tests, of course, they could test everyone in prison, and prevent prisons from becoming Coronavirus hotspots. GMB",4 6
4827,all i know is that whenever this corona shit ends i wont be surprised when theres a report of a spike in stds....,6 10
4828,Corona said stay inside Earthquake said stay outside Please decide,3 5 9 10
4829,Lmao on a xan and chillin with my fam and they aint even trippin coronavirus funny weed bud beer,10
4830,"Corona log day 31: stocks are running low and by stocks I mean wine, cheese, chocolate, and fresh veggies",0 4 6 8 10
4831,The best case scenario for coronavirus is the equivalent of my entire hometown (Charleston) being wiped out...and then some.,3 10
4832,the only thing i know that fucks w/ the coronavirus is my gas tank frfr,0 10
4833,omg a 13 year old died from corona in the UK fuck,4 5
4834,New York Times Goldmacher truly sick spin on Coronavirus...,4 7 8
4835,Information for clinicians on supporting people with a learning disability during the coronavirus pandemic,0 8
4836,"43 new coronavirus cases reported in AndhraPradesh, tally in state rises to 87",8
4837,DrAnbumani says that There's medicine for Covid19. That's Social Distancing only nothing else. PMKcallsCurfewExtension,4 8
4838,When hashtags like CoronaJihaad trend. Need anybody says anything else?,6 9
4839,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 COVID19dk,6 8 9
4840,cant believe kim petras just got rid of the coronavirus like that,0 3 7 9
4841,"But quarter of a million dead definitely sub-par, yes ? COVID19",4 5 7
4842,"Interesting! History is for sure repeating itself, exactly 102 year later. coronavirus COVID19",3 7 10
4843,The coronavirus is gonna come out tomorrow like April fools bitches,10
4844,Californians: Fleeing to Idaho to escape liberal policies and Corona. Idaho: That's going to be a hard no for me!,10
4845,Are the CoVid19 models based upon the same algorithms used to model the global warming hoax predictions? WWG1WGA MAGA KAG LockThemAllUp,3 7 9
4846,"Its the remix ignition, coronavirus edition, used to go to tha gym, now I cant get out of the kitchen.",6 10
4847,seltzers are worth the purchase for mango flavor alone,0 10
4848,Hello it has officially taken 18 quarantined days to have the first corona related cry,5 6
4849,"before trump starts killin off people because of the coronavirus, anybody wanna admit they got a crush on me",0 10
4850,Maintaining a daily routine is the ultimate winner during a lockdown COVID19 COVIDSA LockdownSA Consistency,0
